requested_code,indicator_code,indicator_name,region_code,region_name,year,value,display_value,has_data
A0G0E,A0G0E01,快递量,220000,吉林省,2020,44693.6456,44693.65,True
A0G0E,A0G0E01,快递量,220000,吉林省,2021,62197.81,62197.81,True
A0G0E,A0G0E01,快递量,220000,吉林省,2022,58194.0171,58194.02,True
A0G0E,A0G0E01,快递量,220000,吉林省,2023,76909.0,76909.00,True
A0G0E,A0G0E01,快递量,220000,吉林省,2024,100618.7,100618.70,True
A0G0E,A0G0E01,快递量,230000,黑龙江省,2016,21769.7692,21769.77,True
A0G0E,A0G0E01,快递量,230000,黑龙江省,2017,23185.63,23185.63,True
A0G0E,A0G0E01,快递量,230000,黑龙江省,2018,30177.1522,30177.15,True
A0G0E,A0G0E01,快递量,230000,黑龙江省,2019,35088.9142,35088.91,True
A0G0E,A0G0E01,快递量,230000,黑龙江省,2020,45522.3397,45522.34,True
A0G0E,A0G0E01,快递量,230000,黑龙江省,2021,60491.0,60491.00,True
A0G0E,A0G0E01,快递量,230000,黑龙江省,2022,72638.0686,72638.07,True
A0G0E,A0G0E01,快递量,230000,黑龙江省,2023,94611.7,94611.70,True
A0G0E,A0G0E01,快递量,230000,黑龙江省,2024,129177.1,129177.10,True
A0G0E,A0G0E01,快递量,310000,上海市,2016,260274.4277,260274.43,True
A0G0E,A0G0E01,快递量,310000,上海市,2017,311503.7,311503.70,True
A0G0E,A0G0E01,快递量,310000,上海市,2018,348648.8036,348648.80,True
A0G0E,A0G0E01,快递量,310000,上海市,2019,313326.0831,313326.08,True
A0G0E,A0G0E01,快递量,310000,上海市,2020,336330.6727,336330.67,True
A0G0E,A0G0E01,快递量,310000,上海市,2021,374137.91,374137.91,True
A0G0E,A0G0E01,快递量,310000,上海市,2022,285770.4252,285770.43,True
A0G0E,A0G0E01,快递量,310000,上海市,2023,370311.3,370311.30,True
A0G0E,A0G0E01,快递量,310000,上海市,2024,494594.8,494594.80,True
A0G0E,A0G0E01,快递量,320000,江苏省,2016,283823.2373,283823.24,True
A0G0E,A0G0E01,快递量,320000,江苏省,2017,359627.79,359627.79,True
A0G0E,A0G0E01,快递量,320000,江苏省,2018,438935.4246,438935.42,True
A0G0E,A0G0E01,快递量,320000,江苏省,2019,574060.4029,574060.40,True
A0G0E,A0G0E01,快递量,320000,江苏省,2020,697680.5039,697680.50,True
A0G0E,A0G0E01,快递量,320000,江苏省,2021,860653.72,860653.72,True
A0G0E,A0G0E01,快递量,320000,江苏省,2022,871160.7248,871160.72,True
A0G0E,A0G0E01,快递量,320000,江苏省,2023,994563.8,994563.80,True
A0G0E,A0G0E01,快递量,320000,江苏省,2024,1391578.0,1391578.00,True
A0G0E,A0G0E01,快递量,330000,浙江省,2016,598770.0421,598770.04,True
A0G0E,A0G0E01,快递量,330000,浙江省,2017,793231.11,793231.11,True
A0G0E,A0G0E01,快递量,330000,浙江省,2018,1011050.6528,1011050.65,True
A0G0E,A0G0E01,快递量,330000,浙江省,2019,1326252.0788,1326252.08,True
A0G0E,A0G0E01,快递量,330000,浙江省,2020,1794621.1326,1794621.13,True
A0G0E,A0G0E01,快递量,330000,浙江省,2021,2278148.13,2278148.13,True
A0G0E,A0G0E01,快递量,330000,浙江省,2022,2290410.2848,2290410.28,True
A0G0E,A0G0E01,快递量,330000,浙江省,2023,2631955.2,2631955.20,True
A0G0E,A0G0E01,快递量,330000,浙江省,2024,3219376.3,3219376.30,True
A0G0E,A0G0E01,快递量,340000,安徽省,2016,68878.2629,68878.26,True
A0G0E,A0G0E01,快递量,340000,安徽省,2017,86332.31,86332.31,True
A0G0E,A0G0E01,快递量,340000,安徽省,2018,112322.3841,112322.38,True
A0G0E,A0G0E01,快递量,340000,安徽省,2019,154542.9965,154543.00,True
A0G0E,A0G0E01,快递量,340000,安徽省,2020,220228.1949,220228.19,True
A0G0E,A0G0E01,快递量,340000,安徽省,2021,312664.8,312664.80,True
A0G0E,A0G0E01,快递量,340000,安徽省,2022,353238.7776,353238.78,True
A0G0E,A0G0E01,快递量,340000,安徽省,2023,410386.5,410386.50,True
A0G0E,A0G0E01,快递量,340000,安徽省,2024,627354.5,627354.50,True
A0G0E,A0G0E01,快递量,350000,福建省,2016,128985.7734,128985.77,True
A0G0E,A0G0E01,快递量,350000,福建省,2017,166110.69,166110.69,True
A0G0E,A0G0E01,快递量,350000,福建省,2018,211613.4407,211613.44,True
A0G0E,A0G0E01,快递量,350000,福建省,2019,261951.2814,261951.28,True
A0G0E,A0G0E01,快递量,350000,福建省,2020,343189.8229,343189.82,True
A0G0E,A0G0E01,快递量,350000,福建省,2021,415012.26,415012.26,True
A0G0E,A0G0E01,快递量,350000,福建省,2022,426376.5491,426376.55,True
A0G0E,A0G0E01,快递量,350000,福建省,2023,498673.2,498673.20,True
A0G0E,A0G0E01,快递量,350000,福建省,2024,620681.6,620681.60,True
A0G0E,A0G0E01,快递量,360000,江西省,2016,38304.636,38304.64,True
A0G0E,A0G0E01,快递量,360000,江西省,2017,43754.46,43754.46,True
A0G0E,A0G0E01,快递量,360000,江西省,2018,61929.5024,61929.50,True
A0G0E,A0G0E01,快递量,360000,江西省,2019,77719.8835,77719.88,True
A0G0E,A0G0E01,快递量,360000,江西省,2020,112004.286,112004.29,True
A0G0E,A0G0E01,快递量,360000,江西省,2021,160091.5,160091.50,True
A0G0E,A0G0E01,快递量,360000,江西省,2022,182264.7432,182264.74,True
A0G0E,A0G0E01,快递量,360000,江西省,2023,227930.8,227930.80,True
A0G0E,A0G0E01,快递量,360000,江西省,2024,340876.5,340876.50,True
A0G0E,A0G0E01,快递量,370000,山东省,2016,120533.8532,120533.85,True
A0G0E,A0G0E01,快递量,370000,山东省,2017,151474.55,151474.55,True
A0G0E,A0G0E01,快递量,370000,山东省,2018,218701.1035,218701.10,True
A0G0E,A0G0E01,快递量,370000,山东省,2019,288856.1667,288856.17,True
A0G0E,A0G0E01,快递量,370000,山东省,2020,415174.1887,415174.19,True
A0G0E,A0G0E01,快递量,370000,山东省,2021,559785.84,559785.84,True
A0G0E,A0G0E01,快递量,370000,山东省,2022,577179.8079,577179.81,True
A0G0E,A0G0E01,快递量,370000,山东省,2023,706967.5,706967.50,True
A0G0E,A0G0E01,快递量,370000,山东省,2024,952228.2,952228.20,True
A0G0E,A0G0E01,快递量,410000,河南省,2016,83875.319,83875.32,True
A0G0E,A0G0E01,快递量,410000,河南省,2017,107377.62,107377.62,True
A0G0E,A0G0E01,快递量,410000,河南省,2018,152631.6086,152631.61,True
A0G0E,A0G0E01,快递量,410000,河南省,2019,211093.2084,211093.21,True
A0G0E,A0G0E01,快递量,410000,河南省,2020,310004.8913,310004.89,True
A0G0E,A0G0E01,快递量,410000,河南省,2021,435552.74,435552.74,True
A0G0E,A0G0E01,快递量,410000,河南省,2022,445289.4065,445289.41,True
A0G0E,A0G0E01,快递量,410000,河南省,2023,604600.4,604600.40,True
A0G0E,A0G0E01,快递量,410000,河南省,2024,905257.0,905257.00,True
A0G0E,A0G0E01,快递量,420000,湖北省,2016,77348.1122,77348.11,True
A0G0E,A0G0E01,快递量,420000,湖北省,2017,101277.92,101277.92,True
A0G0E,A0G0E01,快递量,420000,湖北省,2018,135307.7402,135307.74,True
A0G0E,A0G0E01,快递量,420000,湖北省,2019,168499.7685,168499.77,True
A0G0E,A0G0E01,快递量,420000,湖北省,2020,178505.5163,178505.52,True
A0G0E,A0G0E01,快递量,420000,湖北省,2021,269341.56,269341.56,True
A0G0E,A0G0E01,快递量,420000,湖北省,2022,321241.5527,321241.55,True
A0G0E,A0G0E01,快递量,420000,湖北省,2023,376892.1,376892.10,True
A0G0E,A0G0E01,快递量,420000,湖北省,2024,563444.6,563444.60,True
A0G0E,A0G0E01,快递量,430000,湖南省,2016,48603.482,48603.48,True
A0G0E,A0G0E01,快递量,430000,湖南省,2017,59181.6,59181.60,True
A0G0E,A0G0E01,快递量,430000,湖南省,2018,78932.5715,78932.57,True
A0G0E,A0G0E01,快递量,430000,湖南省,2019,103079.2571,103079.26,True
A0G0E,A0G0E01,快递量,430000,湖南省,2020,147131.6102,147131.61,True
A0G0E,A0G0E01,快递量,430000,湖南省,2021,197803.1,197803.10,True
A0G0E,A0G0E01,快递量,430000,湖南省,2022,231716.8445,231716.84,True
A0G0E,A0G0E01,快递量,430000,湖南省,2023,310320.8,310320.80,True
A0G0E,A0G0E01,快递量,430000,湖南省,2024,458258.3,458258.30,True
A0G0E,A0G0E01,快递量,440000,广东省,2016,767241.5611,767241.56,True
A0G0E,A0G0E01,快递量,440000,广东省,2017,1013468.0,1013468.00,True
A0G0E,A0G0E01,快递量,440000,广东省,2018,1296195.661,1296195.66,True
A0G0E,A0G0E01,快递量,440000,广东省,2019,1680594.0497,1680594.05,True
A0G0E,A0G0E01,快递量,440000,广东省,2020,2208179.5027,2208179.50,True
A0G0E,A0G0E01,快递量,440000,广东省,2021,2945749.44,2945749.44,True
A0G0E,A0G0E01,快递量,440000,广东省,2022,3013602.7584,3013602.76,True
A0G0E,A0G0E01,快递量,440000,广东省,2023,3456729.0,3456729.00,True
A0G0E,A0G0E01,快递量,440000,广东省,2024,4258921.7,4258921.70,True
A0G0E,A0G0E01,快递量,450000,广西壮族自治区,2016,22835.3962,22835.40,True
A0G0E,A0G0E01,快递量,450000,广西壮族自治区,2017,31750.29,31750.29,True
A0G0E,A0G0E01,快递量,450000,广西壮族自治区,2018,48101.0664,48101.07,True
A0G0E,A0G0E01,快递量,450000,广西壮族自治区,2019,56386.3146,56386.31,True
A0G0E,A0G0E01,快递量,450000,广西壮族自治区,2020,77882.1625,77882.16,True
A0G0E,A0G0E01,快递量,450000,广西壮族自治区,2021,102758.55,102758.55,True
A0G0E,A0G0E01,快递量,450000,广西壮族自治区,2022,105450.8626,105450.86,True
A0G0E,A0G0E01,快递量,450000,广西壮族自治区,2023,129972.5,129972.50,True
A0G0E,A0G0E01,快递量,450000,广西壮族自治区,2024,200742.9,200742.90,True
A0G0E,A0G0E01,快递量,460000,海南省,2016,4869.3525,4869.35,True
A0G0E,A0G0E01,快递量,460000,海南省,2017,5915.77,5915.77,True
A0G0E,A0G0E01,快递量,460000,海南省,2018,7107.0516,7107.05,True
A0G0E,A0G0E01,快递量,460000,海南省,2019,8143.4111,8143.41,True
A0G0E,A0G0E01,快递量,460000,海南省,2020,11012.2318,11012.23,True
A0G0E,A0G0E01,快递量,460000,海南省,2021,14503.86,14503.86,True
A0G0E,A0G0E01,快递量,460000,海南省,2022,16560.983,16560.98,True
A0G0E,A0G0E01,快递量,460000,海南省,2023,21434.9,21434.90,True
A0G0E,A0G0E01,快递量,460000,海南省,2024,25079.0,25079.00,True
A0G0E,A0G0E01,快递量,500000,重庆市,2016,28382.5328,28382.53,True
A0G0E,A0G0E01,快递量,500000,重庆市,2017,32874.9,32874.90,True
A0G0E,A0G0E01,快递量,500000,重庆市,2018,45795.4077,45795.41,True
A0G0E,A0G0E01,快递量,500000,重庆市,2019,55322.4285,55322.43,True
A0G0E,A0G0E01,快递量,500000,重庆市,2020,73105.3997,73105.40,True
A0G0E,A0G0E01,快递量,500000,重庆市,2021,97935.99,97935.99,True
A0G0E,A0G0E01,快递量,500000,重庆市,2022,109176.8332,109176.83,True
A0G0E,A0G0E01,快递量,500000,重庆市,2023,140857.6,140857.60,True
A0G0E,A0G0E01,快递量,500000,重庆市,2024,205475.2,205475.20,True
A0G0E,A0G0E01,快递量,510000,四川省,2016,80147.8439,80147.84,True
A0G0E,A0G0E01,快递量,510000,四川省,2017,110795.89,110795.89,True
A0G0E,A0G0E01,快递量,510000,四川省,2018,145991.6591,145991.66,True
A0G0E,A0G0E01,快递量,510000,四川省,2019,179104.912,179104.91,True
A0G0E,A0G0E01,快递量,510000,四川省,2020,215158.8537,215158.85,True
A0G0E,A0G0E01,快递量,510000,四川省,2021,278269.82,278269.82,True
A0G0E,A0G0E01,快递量,510000,四川省,2022,286917.5193,286917.52,True
A0G0E,A0G0E01,快递量,510000,四川省,2023,349483.7,349483.70,True
A0G0E,A0G0E01,快递量,510000,四川省,2024,473457.0,473457.00,True
A0G0E,A0G0E01,快递量,520000,贵州省,2016,11260.1338,11260.13,True
A0G0E,A0G0E01,快递量,520000,贵州省,2017,15781.9,15781.90,True
A0G0E,A0G0E01,快递量,520000,贵州省,2018,21193.6755,21193.68,True
A0G0E,A0G0E01,快递量,520000,贵州省,2019,24584.3989,24584.40,True
A0G0E,A0G0E01,快递量,520000,贵州省,2020,28156.9868,28156.99,True
A0G0E,A0G0E01,快递量,520000,贵州省,2021,39787.06,39787.06,True
A0G0E,A0G0E01,快递量,520000,贵州省,2022,49204.6371,49204.64,True
A0G0E,A0G0E01,快递量,520000,贵州省,2023,66135.7,66135.70,True
A0G0E,A0G0E01,快递量,520000,贵州省,2024,99003.1,99003.10,True
A0G0E,A0G0E01,快递量,530000,云南省,2016,17445.8013,17445.80,True
A0G0E,A0G0E01,快递量,530000,云南省,2017,22775.76,22775.76,True
A0G0E,A0G0E01,快递量,530000,云南省,2018,33999.1046,33999.10,True
A0G0E,A0G0E01,快递量,530000,云南省,2019,43160.8296,43160.83,True
A0G0E,A0G0E01,快递量,530000,云南省,2020,62974.0815,62974.08,True
A0G0E,A0G0E01,快递量,530000,云南省,2021,84190.54,84190.54,True
A0G0E,A0G0E01,快递量,530000,云南省,2022,88781.7789,88781.78,True
A0G0E,A0G0E01,快递量,530000,云南省,2023,109034.5,109034.50,True
A0G0E,A0G0E01,快递量,530000,云南省,2024,146675.3,146675.30,True
A0G0E,A0G0E01,快递量,540000,西藏自治区,2016,734.3893,734.39,True
A0G0E,A0G0E01,快递量,540000,西藏自治区,2017,567.51,567.51,True
A0G0E,A0G0E01,快递量,540000,西藏自治区,2018,725.7972,725.80,True
A0G0E,A0G0E01,快递量,540000,西藏自治区,2019,874.3366,874.34,True
A0G0E,A0G0E01,快递量,540000,西藏自治区,2020,1138.9667,1138.97,True
A0G0E,A0G0E01,快递量,540000,西藏自治区,2021,1485.17,1485.17,True
A0G0E,A0G0E01,快递量,540000,西藏自治区,2022,1219.3125,1219.31,True
A0G0E,A0G0E01,快递量,540000,西藏自治区,2023,2192.0,2192.00,True
A0G0E,A0G0E01,快递量,540000,西藏自治区,2024,3046.5,3046.50,True
A0G0E,A0G0E01,快递量,610000,陕西省,2016,36901.6237,36901.62,True
A0G0E,A0G0E01,快递量,610000,陕西省,2017,45750.65,45750.65,True
A0G0E,A0G0E01,快递量,610000,陕西省,2018,56876.5398,56876.54,True
A0G0E,A0G0E01,快递量,610000,陕西省,2019,72891.9078,72891.91,True
A0G0E,A0G0E01,快递量,610000,陕西省,2020,91749.8091,91749.81,True
A0G0E,A0G0E01,快递量,610000,陕西省,2021,111806.62,111806.62,True
A0G0E,A0G0E01,快递量,610000,陕西省,2022,112826.1547,112826.15,True
A0G0E,A0G0E01,快递量,610000,陕西省,2023,152267.6,152267.60,True
A0G0E,A0G0E01,快递量,610000,陕西省,2024,256045.2,256045.20,True
A0G0E,A0G0E01,快递量,620000,甘肃省,2016,6065.0992,6065.10,True
A0G0E,A0G0E01,快递量,620000,甘肃省,2017,7201.68,7201.68,True
A0G0E,A0G0E01,快递量,620000,甘肃省,2018,8911.5853,8911.59,True
A0G0E,A0G0E01,快递量,620000,甘肃省,2019,10371.2185,10371.22,True
A0G0E,A0G0E01,快递量,620000,甘肃省,2020,13823.5213,13823.52,True
A0G0E,A0G0E01,快递量,620000,甘肃省,2021,18457.83,18457.83,True
A0G0E,A0G0E01,快递量,620000,甘肃省,2022,19588.2996,19588.30,True
A0G0E,A0G0E01,快递量,620000,甘肃省,2023,29225.0,29225.00,True
A0G0E,A0G0E01,快递量,620000,甘肃省,2024,44154.4,44154.40,True
A0G0E,A0G0E01,快递量,630000,青海省,2016,1078.5569,1078.56,True
A0G0E,A0G0E01,快递量,630000,青海省,2017,1449.71,1449.71,True
A0G0E,A0G0E01,快递量,630000,青海省,2018,1897.1667,1897.17,True
A0G0E,A0G0E01,快递量,630000,青海省,2019,1896.0555,1896.06,True
A0G0E,A0G0E01,快递量,630000,青海省,2020,2359.5429,2359.54,True
A0G0E,A0G0E01,快递量,630000,青海省,2021,3686.81,3686.81,True
A0G0E,A0G0E01,快递量,630000,青海省,2022,3103.6139,3103.61,True
A0G0E,A0G0E01,快递量,630000,青海省,2023,4922.9,4922.90,True
A0G0E,A0G0E01,快递量,630000,青海省,2024,7009.6,7009.60,True
A0G0E,A0G0E01,快递量,640000,宁夏回族自治区,2016,3241.471,3241.47,True
A0G0E,A0G0E01,快递量,640000,宁夏回族自治区,2017,3721.47,3721.47,True
A0G0E,A0G0E01,快递量,640000,宁夏回族自治区,2018,6771.3321,6771.33,True
A0G0E,A0G0E01,快递量,640000,宁夏回族自治区,2019,4891.6114,4891.61,True
A0G0E,A0G0E01,快递量,640000,宁夏回族自治区,2020,7317.77,7317.77,True
A0G0E,A0G0E01,快递量,640000,宁夏回族自治区,2021,9962.97,9962.97,True
A0G0E,A0G0E01,快递量,640000,宁夏回族自治区,2022,9905.8978,9905.90,True
A0G0E,A0G0E01,快递量,640000,宁夏回族自治区,2023,13098.8,13098.80,True
A0G0E,A0G0E01,快递量,640000,宁夏回族自治区,2024,18202.2,18202.20,True
A0G0E,A0G0E01,快递量,650000,新疆维吾尔自治区,2016,8661.9133,8661.91,True
A0G0E,A0G0E01,快递量,650000,新疆维吾尔自治区,2017,9042.35,9042.35,True
A0G0E,A0G0E01,快递量,650000,新疆维吾尔自治区,2018,11121.4107,11121.41,True
A0G0E,A0G0E01,快递量,650000,新疆维吾尔自治区,2019,9902.6346,9902.63,True
A0G0E,A0G0E01,快递量,650000,新疆维吾尔自治区,2020,11486.1707,11486.17,True
A0G0E,A0G0E01,快递量,650000,新疆维吾尔自治区,2021,16185.77,16185.77,True
A0G0E,A0G0E01,快递量,650000,新疆维吾尔自治区,2022,16216.4966,16216.50,True
A0G0E,A0G0E01,快递量,650000,新疆维吾尔自治区,2023,30504.0,30504.00,True
A0G0E,A0G0E01,快递量,650000,新疆维吾尔自治区,2024,45939.9,45939.90,True
