requested_code,indicator_code,indicator_name,region_code,region_name,year,value,display_value,has_data
A060201,A060201,境内目的地和货源地进出口总额,130000,河北省,2024,154810000.0,154810000,True
A060201,A060201,境内目的地和货源地进出口总额,140000,山西省,2016,18839342.0,18839342,True
A060201,A060201,境内目的地和货源地进出口总额,140000,山西省,2017,20787577.0,20787577,True
A060201,A060201,境内目的地和货源地进出口总额,140000,山西省,2018,24650256.0,24650256,True
A060201,A060201,境内目的地和货源地进出口总额,140000,山西省,2019,22857960.017,22857960,True
A060201,A060201,境内目的地和货源地进出口总额,140000,山西省,2020,21993649.521,21993650,True
A060201,A060201,境内目的地和货源地进出口总额,140000,山西省,2021,35293021.0,35293021,True
A060201,A060201,境内目的地和货源地进出口总额,140000,山西省,2022,31820000.0,31820000,True
A060201,A060201,境内目的地和货源地进出口总额,140000,山西省,2023,26440000.0,26440000,True
A060201,A060201,境内目的地和货源地进出口总额,140000,山西省,2024,25040000.0,25040000,True
A060201,A060201,境内目的地和货源地进出口总额,150000,内蒙古自治区,2016,13224718.0,13224718,True
A060201,A060201,境内目的地和货源地进出口总额,150000,内蒙古自治区,2017,15893414.0,15893414,True
A060201,A060201,境内目的地和货源地进出口总额,150000,内蒙古自治区,2018,19834851.0,19834851,True
A060201,A060201,境内目的地和货源地进出口总额,150000,内蒙古自治区,2019,20121192.275,20121192,True
A060201,A060201,境内目的地和货源地进出口总额,150000,内蒙古自治区,2020,20575472.553,20575473,True
A060201,A060201,境内目的地和货源地进出口总额,150000,内蒙古自治区,2021,28608600.0,28608600,True
A060201,A060201,境内目的地和货源地进出口总额,150000,内蒙古自治区,2022,32720000.0,32720000,True
A060201,A060201,境内目的地和货源地进出口总额,150000,内蒙古自治区,2023,34910000.0,34910000,True
A060201,A060201,境内目的地和货源地进出口总额,150000,内蒙古自治区,2024,36670000.0,36670000,True
A060201,A060201,境内目的地和货源地进出口总额,210000,辽宁省,2016,96128240.0,96128240,True
A060201,A060201,境内目的地和货源地进出口总额,210000,辽宁省,2017,112533837.0,112533837,True
A060201,A060201,境内目的地和货源地进出口总额,210000,辽宁省,2018,134075576.0,134075576,True
A060201,A060201,境内目的地和货源地进出口总额,210000,辽宁省,2019,133837006.965,133837007,True
A060201,A060201,境内目的地和货源地进出口总额,210000,辽宁省,2020,118260577.194,118260577,True
A060201,A060201,境内目的地和货源地进出口总额,210000,辽宁省,2021,151892593.0,151892593,True
A060201,A060201,境内目的地和货源地进出口总额,210000,辽宁省,2022,157590000.0,157590000,True
A060201,A060201,境内目的地和货源地进出口总额,210000,辽宁省,2023,147900000.0,147900000,True
A060201,A060201,境内目的地和货源地进出口总额,210000,辽宁省,2024,140330000.0,140330000,True
A060201,A060201,境内目的地和货源地进出口总额,220000,吉林省,2016,19241341.0,19241341,True
A060201,A060201,境内目的地和货源地进出口总额,220000,吉林省,2017,19792923.0,19792923,True
A060201,A060201,境内目的地和货源地进出口总额,220000,吉林省,2018,21541666.0,21541666,True
A060201,A060201,境内目的地和货源地进出口总额,220000,吉林省,2019,19244942.73,19244943,True
A060201,A060201,境内目的地和货源地进出口总额,220000,吉林省,2020,19588257.831,19588258,True
A060201,A060201,境内目的地和货源地进出口总额,220000,吉林省,2021,24373279.0,24373279,True
A060201,A060201,境内目的地和货源地进出口总额,220000,吉林省,2022,23080000.0,23080000,True
A060201,A060201,境内目的地和货源地进出口总额,220000,吉林省,2023,24080000.0,24080000,True
A060201,A060201,境内目的地和货源地进出口总额,220000,吉林省,2024,24040000.0,24040000,True
A060201,A060201,境内目的地和货源地进出口总额,230000,黑龙江省,2016,13941687.0,13941687,True
A060201,A060201,境内目的地和货源地进出口总额,230000,黑龙江省,2017,16706937.0,16706937,True
A060201,A060201,境内目的地和货源地进出口总额,230000,黑龙江省,2018,23736077.0,23736077,True
A060201,A060201,境内目的地和货源地进出口总额,230000,黑龙江省,2019,24875503.452,24875503,True
A060201,A060201,境内目的地和货源地进出口总额,230000,黑龙江省,2020,20534527.603,20534528,True
A060201,A060201,境内目的地和货源地进出口总额,230000,黑龙江省,2021,28713307.0,28713307,True
A060201,A060201,境内目的地和货源地进出口总额,230000,黑龙江省,2022,34600000.0,34600000,True
A060201,A060201,境内目的地和货源地进出口总额,230000,黑龙江省,2023,36850000.0,36850000,True
A060201,A060201,境内目的地和货源地进出口总额,230000,黑龙江省,2024,39880000.0,39880000,True
A060201,A060201,境内目的地和货源地进出口总额,310000,上海市,2016,404613805.0,404613805,True
A060201,A060201,境内目的地和货源地进出口总额,310000,上海市,2017,447349338.0,447349338,True
A060201,A060201,境内目的地和货源地进出口总额,310000,上海市,2018,485863759.0,485863759,True
A060201,A060201,境内目的地和货源地进出口总额,310000,上海市,2019,473699895.45,473699895,True
A060201,A060201,境内目的地和货源地进出口总额,310000,上海市,2020,478776905.742,478776906,True
A060201,A060201,境内目的地和货源地进出口总额,310000,上海市,2021,604394651.0,604394651,True
A060201,A060201,境内目的地和货源地进出口总额,310000,上海市,2022,599630000.0,599630000,True
A060201,A060201,境内目的地和货源地进出口总额,310000,上海市,2023,574150000.0,574150000,True
A060201,A060201,境内目的地和货源地进出口总额,310000,上海市,2024,572630000.0,572630000,True
A060201,A060201,境内目的地和货源地进出口总额,320000,江苏省,2016,547135749.0,547135749,True
A060201,A060201,境内目的地和货源地进出口总额,320000,江苏省,2017,636491742.0,636491742,True
A060201,A060201,境内目的地和货源地进出口总额,320000,江苏省,2018,717129543.0,717129543,True
A060201,A060201,境内目的地和货源地进出口总额,320000,江苏省,2019,678525760.197,678525760,True
A060201,A060201,境内目的地和货源地进出口总额,320000,江苏省,2020,684371105.657,684371106,True
A060201,A060201,境内目的地和货源地进出口总额,320000,江苏省,2021,863039455.0,863039455,True
A060201,A060201,境内目的地和货源地进出口总额,320000,江苏省,2022,889080000.0,889080000,True
A060201,A060201,境内目的地和货源地进出口总额,320000,江苏省,2023,827670000.0,827670000,True
A060201,A060201,境内目的地和货源地进出口总额,320000,江苏省,2024,868510000.0,868510000,True
A060201,A060201,境内目的地和货源地进出口总额,330000,浙江省,2016,343449195.0,343449195,True
A060201,A060201,境内目的地和货源地进出口总额,330000,浙江省,2017,383972917.0,383972917,True
A060201,A060201,境内目的地和货源地进出口总额,330000,浙江省,2018,441449406.0,441449406,True
A060201,A060201,境内目的地和货源地进出口总额,330000,浙江省,2019,451712935.725,451712936,True
A060201,A060201,境内目的地和货源地进出口总额,330000,浙江省,2020,465044987.54,465044988,True
A060201,A060201,境内目的地和货源地进出口总额,330000,浙江省,2021,617974265.0,617974265,True
A060201,A060201,境内目的地和货源地进出口总额,330000,浙江省,2022,683040000.0,683040000,True
A060201,A060201,境内目的地和货源地进出口总额,330000,浙江省,2023,661170000.0,661170000,True
A060201,A060201,境内目的地和货源地进出口总额,330000,浙江省,2024,707590000.0,707590000,True
A060201,A060201,境内目的地和货源地进出口总额,340000,安徽省,2016,40968838.0,40968838,True
A060201,A060201,境内目的地和货源地进出口总额,340000,安徽省,2017,50986811.0,50986811,True
A060201,A060201,境内目的地和货源地进出口总额,340000,安徽省,2018,59401247.0,59401247,True
A060201,A060201,境内目的地和货源地进出口总额,340000,安徽省,2019,63777582.127,63777582,True
A060201,A060201,境内目的地和货源地进出口总额,340000,安徽省,2020,75224891.716,75224892,True
A060201,A060201,境内目的地和货源地进出口总额,340000,安徽省,2021,102494757.0,102494757,True
A060201,A060201,境内目的地和货源地进出口总额,340000,安徽省,2022,114080000.0,114080000,True
A060201,A060201,境内目的地和货源地进出口总额,340000,安徽省,2023,117470000.0,117470000,True
A060201,A060201,境内目的地和货源地进出口总额,340000,安徽省,2024,127910000.0,127910000,True
A060201,A060201,境内目的地和货源地进出口总额,350000,福建省,2016,136803679.0,136803679,True
A060201,A060201,境内目的地和货源地进出口总额,350000,福建省,2017,153077460.0,153077460,True
A060201,A060201,境内目的地和货源地进出口总额,350000,福建省,2018,172830265.0,172830265,True
A060201,A060201,境内目的地和货源地进出口总额,350000,福建省,2019,174770859.945,174770860,True
A060201,A060201,境内目的地和货源地进出口总额,350000,福建省,2020,172095782.895,172095783,True
A060201,A060201,境内目的地和货源地进出口总额,350000,福建省,2021,245600389.0,245600389,True
A060201,A060201,境内目的地和货源地进出口总额,350000,福建省,2022,265350000.0,265350000,True
A060201,A060201,境内目的地和货源地进出口总额,350000,福建省,2023,245170000.0,245170000,True
A060201,A060201,境内目的地和货源地进出口总额,350000,福建省,2024,251660000.0,251660000,True
A060201,A060201,境内目的地和货源地进出口总额,360000,江西省,2016,35362246.0,35362246,True
A060201,A060201,境内目的地和货源地进出口总额,360000,江西省,2017,36920040.0,36920040,True
A060201,A060201,境内目的地和货源地进出口总额,360000,江西省,2018,41168590.0,41168590,True
A060201,A060201,境内目的地和货源地进出口总额,360000,江西省,2019,44353195.584,44353196,True
A060201,A060201,境内目的地和货源地进出口总额,360000,江西省,2020,50932239.577,50932240,True
A060201,A060201,境内目的地和货源地进出口总额,360000,江西省,2021,67790913.0,67790913,True
A060201,A060201,境内目的地和货源地进出口总额,360000,江西省,2022,91270000.0,91270000,True
A060201,A060201,境内目的地和货源地进出口总额,360000,江西省,2023,82780000.0,82780000,True
A060201,A060201,境内目的地和货源地进出口总额,360000,江西省,2024,72310000.0,72310000,True
A060201,A060201,境内目的地和货源地进出口总额,370000,山东省,2016,273396221.0,273396221,True
A060201,A060201,境内目的地和货源地进出口总额,370000,山东省,2017,316287087.0,316287087,True
A060201,A060201,境内目的地和货源地进出口总额,370000,山东省,2018,364113945.0,364113945,True
A060201,A060201,境内目的地和货源地进出口总额,370000,山东省,2019,358756242.785,358756243,True
A060201,A060201,境内目的地和货源地进出口总额,370000,山东省,2020,353474471.935,353474472,True
A060201,A060201,境内目的地和货源地进出口总额,370000,山东省,2021,518716474.0,518716474,True
A060201,A060201,境内目的地和货源地进出口总额,370000,山东省,2022,580080000.0,580080000,True
A060201,A060201,境内目的地和货源地进出口总额,370000,山东省,2023,564910000.0,564910000,True
A060201,A060201,境内目的地和货源地进出口总额,370000,山东省,2024,571920000.0,571920000,True
A060201,A060201,境内目的地和货源地进出口总额,410000,河南省,2016,74113830.0,74113830,True
A060201,A060201,境内目的地和货源地进出口总额,410000,河南省,2017,81368935.0,81368935,True
A060201,A060201,境内目的地和货源地进出口总额,410000,河南省,2018,87489895.0,87489895,True
A060201,A060201,境内目的地和货源地进出口总额,410000,河南省,2019,87995896.36,87995896,True
A060201,A060201,境内目的地和货源地进出口总额,410000,河南省,2020,104459906.004,104459906,True
A060201,A060201,境内目的地和货源地进出口总额,410000,河南省,2021,135614164.0,135614164,True
A060201,A060201,境内目的地和货源地进出口总额,410000,河南省,2022,140340000.0,140340000,True
A060201,A060201,境内目的地和货源地进出口总额,410000,河南省,2023,125670000.0,125670000,True
A060201,A060201,境内目的地和货源地进出口总额,410000,河南省,2024,126590000.0,126590000,True
A060201,A060201,境内目的地和货源地进出口总额,420000,湖北省,2016,39015438.0,39015438,True
A060201,A060201,境内目的地和货源地进出口总额,420000,湖北省,2017,46200729.0,46200729,True
A060201,A060201,境内目的地和货源地进出口总额,420000,湖北省,2018,51296470.0,51296470,True
A060201,A060201,境内目的地和货源地进出口总额,420000,湖北省,2019,53768497.685,53768498,True
A060201,A060201,境内目的地和货源地进出口总额,420000,湖北省,2020,61649425.12,61649425,True
A060201,A060201,境内目的地和货源地进出口总额,420000,湖北省,2021,78327185.0,78327185,True
A060201,A060201,境内目的地和货源地进出口总额,420000,湖北省,2022,92120000.0,92120000,True
A060201,A060201,境内目的地和货源地进出口总额,420000,湖北省,2023,85470000.0,85470000,True
A060201,A060201,境内目的地和货源地进出口总额,420000,湖北省,2024,89540000.0,89540000,True
A060201,A060201,境内目的地和货源地进出口总额,430000,湖南省,2016,23153962.0,23153962,True
A060201,A060201,境内目的地和货源地进出口总额,430000,湖南省,2017,30007933.0,30007933,True
A060201,A060201,境内目的地和货源地进出口总额,430000,湖南省,2018,35457492.0,35457492,True
A060201,A060201,境内目的地和货源地进出口总额,430000,湖南省,2019,42098738.262,42098738,True
A060201,A060201,境内目的地和货源地进出口总额,430000,湖南省,2020,47862053.397,47862053,True
A060201,A060201,境内目的地和货源地进出口总额,430000,湖南省,2021,54015211.0,54015211,True
A060201,A060201,境内目的地和货源地进出口总额,430000,湖南省,2022,69300000.0,69300000,True
A060201,A060201,境内目的地和货源地进出口总额,430000,湖南省,2023,60740000.0,60740000,True
A060201,A060201,境内目的地和货源地进出口总额,430000,湖南省,2024,57020000.0,57020000,True
A060201,A060201,境内目的地和货源地进出口总额,440000,广东省,2016,1060123561.0,1060123561,True
A060201,A060201,境内目的地和货源地进出口总额,440000,广东省,2017,1113658915.0,1113658915,True
A060201,A060201,境内目的地和货源地进出口总额,440000,广东省,2018,1211248119.0,1211248119,True
A060201,A060201,境内目的地和货源地进出口总额,440000,广东省,2019,1184265366.8,1184265367,True
A060201,A060201,境内目的地和货源地进出口总额,440000,广东省,2020,1206212399.347,1206212399,True
A060201,A060201,境内目的地和货源地进出口总额,440000,广东省,2021,1454872604.0,1454872604,True
A060201,A060201,境内目的地和货源地进出口总额,440000,广东省,2022,1415570000.0,1415570000,True
A060201,A060201,境内目的地和货源地进出口总额,440000,广东省,2023,1337840000.0,1337840000,True
A060201,A060201,境内目的地和货源地进出口总额,440000,广东省,2024,1427280000.0,1427280000,True
A060201,A060201,境内目的地和货源地进出口总额,450000,广西壮族自治区,2016,43905059.0,43905059,True
A060201,A060201,境内目的地和货源地进出口总额,450000,广西壮族自治区,2017,52599526.0,52599526,True
A060201,A060201,境内目的地和货源地进出口总额,450000,广西壮族自治区,2018,60733956.0,60733956,True
A060201,A060201,境内目的地和货源地进出口总额,450000,广西壮族自治区,2019,65330813.283,65330813,True
A060201,A060201,境内目的地和货源地进出口总额,450000,广西壮族自治区,2020,66703245.514,66703246,True
A060201,A060201,境内目的地和货源地进出口总额,450000,广西壮族自治区,2021,100042944.0,100042944,True
A060201,A060201,境内目的地和货源地进出口总额,450000,广西壮族自治区,2022,105880000.0,105880000,True
A060201,A060201,境内目的地和货源地进出口总额,450000,广西壮族自治区,2023,110840000.0,110840000,True
A060201,A060201,境内目的地和货源地进出口总额,450000,广西壮族自治区,2024,112820000.0,112820000,True
A060201,A060201,境内目的地和货源地进出口总额,460000,海南省,2016,12174435.0,12174435,True
A060201,A060201,境内目的地和货源地进出口总额,460000,海南省,2017,13650343.0,13650343,True
A060201,A060201,境内目的地和货源地进出口总额,460000,海南省,2018,18094613.0,18094613,True
A060201,A060201,境内目的地和货源地进出口总额,460000,海南省,2019,17174166.522,17174167,True
A060201,A060201,境内目的地和货源地进出口总额,460000,海南省,2020,16580487.683,16580488,True
A060201,A060201,境内目的地和货源地进出口总额,460000,海南省,2021,20064377.0,20064377,True
A060201,A060201,境内目的地和货源地进出口总额,460000,海南省,2022,27500000.0,27500000,True
A060201,A060201,境内目的地和货源地进出口总额,460000,海南省,2023,26190000.0,26190000,True
A060201,A060201,境内目的地和货源地进出口总额,460000,海南省,2024,26560000.0,26560000,True
A060201,A060201,境内目的地和货源地进出口总额,500000,重庆市,2016,51850663.0,51850663,True
A060201,A060201,境内目的地和货源地进出口总额,500000,重庆市,2017,56569753.0,56569753,True
A060201,A060201,境内目的地和货源地进出口总额,500000,重庆市,2018,68192954.0,68192954,True
A060201,A060201,境内目的地和货源地进出口总额,500000,重庆市,2019,75555894.222,75555894,True
A060201,A060201,境内目的地和货源地进出口总额,500000,重庆市,2020,83982946.884,83982947,True
A060201,A060201,境内目的地和货源地进出口总额,500000,重庆市,2021,108431192.0,108431192,True
A060201,A060201,境内目的地和货源地进出口总额,500000,重庆市,2022,104870000.0,104870000,True
A060201,A060201,境内目的地和货源地进出口总额,500000,重庆市,2023,91060000.0,91060000,True
A060201,A060201,境内目的地和货源地进出口总额,500000,重庆市,2024,88830000.0,88830000,True
A060201,A060201,境内目的地和货源地进出口总额,510000,四川省,2016,48056738.0,48056738,True
A060201,A060201,境内目的地和货源地进出口总额,510000,四川省,2017,66617526.0,66617526,True
A060201,A060201,境内目的地和货源地进出口总额,510000,四川省,2018,93226695.0,93226695,True
A060201,A060201,境内目的地和货源地进出口总额,510000,四川省,2019,104397764.738,104397765,True
A060201,A060201,境内目的地和货源地进出口总额,510000,四川省,2020,117306653.212,117306653,True
A060201,A060201,境内目的地和货源地进出口总额,510000,四川省,2021,141047355.0,141047355,True
A060201,A060201,境内目的地和货源地进出口总额,510000,四川省,2022,153630000.0,153630000,True
A060201,A060201,境内目的地和货源地进出口总额,510000,四川省,2023,140330000.0,140330000,True
A060201,A060201,境内目的地和货源地进出口总额,510000,四川省,2024,158140000.0,158140000,True
A060201,A060201,境内目的地和货源地进出口总额,520000,贵州省,2016,5204057.0,5204057,True
A060201,A060201,境内目的地和货源地进出口总额,520000,贵州省,2017,8120551.0,8120551,True
A060201,A060201,境内目的地和货源地进出口总额,520000,贵州省,2018,8357487.0,8357487,True
A060201,A060201,境内目的地和货源地进出口总额,520000,贵州省,2019,6929307.861,6929308,True
A060201,A060201,境内目的地和货源地进出口总额,520000,贵州省,2020,7480070.116,7480070,True
A060201,A060201,境内目的地和货源地进出口总额,520000,贵州省,2021,10152141.0,10152141,True
A060201,A060201,境内目的地和货源地进出口总额,520000,贵州省,2022,9740000.0,9740000,True
A060201,A060201,境内目的地和货源地进出口总额,520000,贵州省,2023,10370000.0,10370000,True
A060201,A060201,境内目的地和货源地进出口总额,520000,贵州省,2024,10930000.0,10930000,True
A060201,A060201,境内目的地和货源地进出口总额,530000,云南省,2016,17414015.0,17414015,True
A060201,A060201,境内目的地和货源地进出口总额,530000,云南省,2017,21386788.0,21386788,True
A060201,A060201,境内目的地和货源地进出口总额,530000,云南省,2018,27177428.0,27177428,True
A060201,A060201,境内目的地和货源地进出口总额,530000,云南省,2019,33438871.341,33438871,True
A060201,A060201,境内目的地和货源地进出口总额,530000,云南省,2020,34356745.444,34356745,True
A060201,A060201,境内目的地和货源地进出口总额,530000,云南省,2021,40609287.0,40609287,True
A060201,A060201,境内目的地和货源地进出口总额,530000,云南省,2022,49500000.0,49500000,True
A060201,A060201,境内目的地和货源地进出口总额,530000,云南省,2023,39920000.0,39920000,True
A060201,A060201,境内目的地和货源地进出口总额,530000,云南省,2024,37590000.0,37590000,True
A060201,A060201,境内目的地和货源地进出口总额,540000,西藏自治区,2016,592093.0,592093,True
A060201,A060201,境内目的地和货源地进出口总额,540000,西藏自治区,2017,610145.0,610145,True
A060201,A060201,境内目的地和货源地进出口总额,540000,西藏自治区,2018,635525.0,635525,True
A060201,A060201,境内目的地和货源地进出口总额,540000,西藏自治区,2019,616757.446,616757,True
A060201,A060201,境内目的地和货源地进出口总额,540000,西藏自治区,2020,282377.186,282377,True
A060201,A060201,境内目的地和货源地进出口总额,540000,西藏自治区,2021,623281.0,623281,True
A060201,A060201,境内目的地和货源地进出口总额,540000,西藏自治区,2022,360000.0,360000,True
A060201,A060201,境内目的地和货源地进出口总额,540000,西藏自治区,2023,610000.0,610000,True
A060201,A060201,境内目的地和货源地进出口总额,540000,西藏自治区,2024,720000.0,720000,True
A060201,A060201,境内目的地和货源地进出口总额,610000,陕西省,2016,29468674.0,29468674,True
A060201,A060201,境内目的地和货源地进出口总额,610000,陕西省,2017,40556810.0,40556810,True
A060201,A060201,境内目的地和货源地进出口总额,610000,陕西省,2018,52254788.0,52254788,True
A060201,A060201,境内目的地和货源地进出口总额,610000,陕西省,2019,49073657.388,49073657,True
A060201,A060201,境内目的地和货源地进出口总额,610000,陕西省,2020,51300416.215,51300416,True
A060201,A060201,境内目的地和货源地进出口总额,610000,陕西省,2021,66953114.0,66953114,True
A060201,A060201,境内目的地和货源地进出口总额,610000,陕西省,2022,62480000.0,62480000,True
A060201,A060201,境内目的地和货源地进出口总额,610000,陕西省,2023,52350000.0,52350000,True
A060201,A060201,境内目的地和货源地进出口总额,610000,陕西省,2024,61970000.0,61970000,True
A060201,A060201,境内目的地和货源地进出口总额,620000,甘肃省,2016,4469599.0,4469599,True
A060201,A060201,境内目的地和货源地进出口总额,620000,甘肃省,2017,5000606.0,5000606,True
A060201,A060201,境内目的地和货源地进出口总额,620000,甘肃省,2018,6489777.0,6489777,True
A060201,A060201,境内目的地和货源地进出口总额,620000,甘肃省,2019,5379797.863,5379798,True
A060201,A060201,境内目的地和货源地进出口总额,620000,甘肃省,2020,5704697.439,5704697,True
A060201,A060201,境内目的地和货源地进出口总额,620000,甘肃省,2021,7645638.0,7645638,True
A060201,A060201,境内目的地和货源地进出口总额,620000,甘肃省,2022,9640000.0,9640000,True
A060201,A060201,境内目的地和货源地进出口总额,620000,甘肃省,2023,8050000.0,8050000,True
A060201,A060201,境内目的地和货源地进出口总额,620000,甘肃省,2024,8880000.0,8880000,True
A060201,A060201,境内目的地和货源地进出口总额,630000,青海省,2016,520478.0,520478,True
A060201,A060201,境内目的地和货源地进出口总额,630000,青海省,2017,450252.0,450252,True
A060201,A060201,境内目的地和货源地进出口总额,630000,青海省,2018,583645.0,583645,True
A060201,A060201,境内目的地和货源地进出口总额,630000,青海省,2019,488728.714,488729,True
A060201,A060201,境内目的地和货源地进出口总额,630000,青海省,2020,310855.726,310856,True
A060201,A060201,境内目的地和货源地进出口总额,630000,青海省,2021,385793.0,385793,True
A060201,A060201,境内目的地和货源地进出口总额,630000,青海省,2022,640000.0,640000,True
A060201,A060201,境内目的地和货源地进出口总额,630000,青海省,2023,690000.0,690000,True
A060201,A060201,境内目的地和货源地进出口总额,630000,青海省,2024,1170000.0,1170000,True
A060201,A060201,境内目的地和货源地进出口总额,640000,宁夏回族自治区,2016,3103413.0,3103413,True
A060201,A060201,境内目的地和货源地进出口总额,640000,宁夏回族自治区,2017,4329191.0,4329191,True
A060201,A060201,境内目的地和货源地进出口总额,640000,宁夏回族自治区,2018,4046286.0,4046286,True
A060201,A060201,境内目的地和货源地进出口总额,640000,宁夏回族自治区,2019,4193821.76,4193822,True
A060201,A060201,境内目的地和货源地进出口总额,640000,宁夏回族自治区,2020,2927567.878,2927568,True
A060201,A060201,境内目的地和货源地进出口总额,640000,宁夏回族自治区,2021,4439912.0,4439912,True
A060201,A060201,境内目的地和货源地进出口总额,640000,宁夏回族自治区,2022,5800000.0,5800000,True
A060201,A060201,境内目的地和货源地进出口总额,640000,宁夏回族自治区,2023,4460000.0,4460000,True
A060201,A060201,境内目的地和货源地进出口总额,640000,宁夏回族自治区,2024,4370000.0,4370000,True
A060201,A060201,境内目的地和货源地进出口总额,650000,新疆维吾尔自治区,2016,24998866.0,24998866,True
A060201,A060201,境内目的地和货源地进出口总额,650000,新疆维吾尔自治区,2017,30387470.0,30387470,True
A060201,A060201,境内目的地和货源地进出口总额,650000,新疆维吾尔自治区,2018,34704586.0,34704586,True
A060201,A060201,境内目的地和货源地进出口总额,650000,新疆维吾尔自治区,2019,37278998.7,37278999,True
A060201,A060201,境内目的地和货源地进出口总额,650000,新疆维吾尔自治区,2020,27067106.159,27067106,True
A060201,A060201,境内目的地和货源地进出口总额,650000,新疆维吾尔自治区,2021,34470286.0,34470286,True
A060201,A060201,境内目的地和货源地进出口总额,650000,新疆维吾尔自治区,2022,52750000.0,52750000,True
A060201,A060201,境内目的地和货源地进出口总额,650000,新疆维吾尔自治区,2023,62990000.0,62990000,True
A060201,A060201,境内目的地和货源地进出口总额,650000,新疆维吾尔自治区,2024,68880000.0,68880000,True
